graph_rule,node_count,edge_count,component_count,independent_cycles,parallel_restrictions,target_component_count,target_support_share,target_a_support_share,target_b_support_share,fixed_anchor_lower,fixed_anchor_upper,free_anchor_lower,free_anchor_upper,outer_private_slope_log_range,outer_anchor_lower,outer_anchor_upper,same_component_lower,same_component_upper,same_component_point,target_cycle_mass,component_anchor_sign_threshold,p95_edge_band,p95_cycle_residual,p95_normalized_cycle_residual,max_band_violation,min_relaxation
maintained exhaustive tolerance graph,72171,249501,3737,181067,0,10,0.7471985722050543,0.3705668342920573,0.9338298687426451,-0.00819,-0.00298,-inf,inf,2.16058,-2.16877,2.1576,4e-05,0.00082,0.00043,1.0,0.00333,0.00471,0.0,0.0,0.0,0.0
