calibration,tolerance,candidate_count,retained_edge_count,lambda_comparison_edge_count,max_abs_delta_log_q,transition_row_mismatch_share,mean_abs_delta_log_lambda,p95_abs_delta_log_lambda,max_abs_delta_log_lambda,boundary_regime_mismatch_share,positive_mass_adjacent_monotonicity_failures,positive_mass_adjacent_monotonicity_tests,positive_mass_monotonicity_failure_mass_share
five_state_hump,0.005,58,256037,255412,0.0,0.0,0.000918235789437912,0.006485601555472811,0.05097375899769472,0.016631983496290824,13190,65625,0.26263482386707365
