label,support_label,support_share,target_a_support_share,target_b_support_share,kappa_mean_plp,kappa_max_plp,target_a_score,target_b_score,log_ratio,lower_log_ratio,upper_log_ratio
Age-only current matching,Full maintained support,1.0,1.0,1.0,0.27050350926440825,4.6065918869134785,1.0467157680831969,1.033276411138086,0.012922687022807413,-0.04043943427424106,0.15092822072615217
Age-only current matching,Common support only,0.7471985722050541,0.3705668342920569,0.9338298687426451,0.27050350926440825,4.6065918869134785,1.0142276990859425,1.007182479564721,0.006970626865010889,-0.0096683360726671,0.07885604476161699
Verified current-cell map,Common support only,0.7471985722050541,0.3705668342920569,0.9338298687426451,0.0,0.0,1.0024361532440105,1.0072658949161029,-0.0048064348389294615,-0.007987661747986546,-0.0029572028662497017

decomposition_component,value
support_exclusion,-0.005952060157796524
within_support_rematching,-0.01177706170394035
total_change,-0.017729121861736873
